ALV-5000/E-WIN Data
Date :	"13.03.17"
Time :	"11:38:39"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      80.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      23.37963
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  6.27571E-001
  4.00000E-004	  6.34425E-001
  6.00000E-004	  5.69621E-001
  8.00000E-004	  5.47812E-001
  1.00000E-003	  5.30365E-001
  1.20000E-003	  5.68063E-001
  1.40000E-003	  5.48124E-001
  1.60000E-003	  5.52486E-001
  1.80000E-003	  5.72737E-001
  2.00000E-003	  5.37531E-001
  2.20000E-003	  5.32546E-001
  2.40000E-003	  5.34104E-001
  2.60000E-003	  5.34727E-001
  2.80000E-003	  5.61521E-001
  3.00000E-003	  5.32234E-001
  3.20000E-003	  5.43918E-001
  3.60000E-003	  5.17903E-001
  4.00000E-003	  5.42360E-001
  4.40000E-003	  5.28963E-001
  4.80000E-003	  5.29898E-001
  5.20000E-003	  5.26003E-001
  5.60000E-003	  5.18370E-001
  6.00000E-003	  5.25536E-001
  6.40000E-003	  5.43375E-001
  7.20000E-003	  5.29043E-001
  8.00000E-003	  5.21644E-001
  8.80000E-003	  5.23980E-001
  9.60000E-003	  5.37533E-001
  1.04000E-002	  5.09181E-001
  1.12000E-002	  5.17126E-001
  1.20000E-002	  5.23903E-001
  1.28000E-002	  5.20088E-001
  1.44000E-002	  5.08833E-001
  1.60000E-002	  5.02758E-001
  1.76000E-002	  5.14753E-001
  1.92000E-002	  5.13818E-001
  2.08000E-002	  5.10778E-001
  2.24000E-002	  5.08558E-001
  2.40000E-002	  4.97810E-001
  2.56000E-002	  4.95021E-001
  2.88000E-002	  4.84739E-001
  3.20000E-002	  4.82539E-001
  3.52000E-002	  4.68383E-001
  3.84000E-002	  4.74789E-001
  4.16000E-002	  4.63651E-001
  4.48000E-002	  4.55200E-001
  4.80000E-002	  4.54423E-001
  5.12000E-002	  4.41299E-001
  5.76000E-002	  4.32001E-001
  6.40000E-002	  4.20873E-001
  7.04000E-002	  4.12317E-001
  7.68000E-002	  4.01101E-001
  8.32000E-002	  3.88283E-001
  8.96000E-002	  3.75714E-001
  9.60000E-002	  3.73182E-001
  1.02400E-001	  3.64332E-001
  1.15200E-001	  3.43235E-001
