ALV-5000/E-WIN Data
Date :	"13.03.17"
Time :	"12:09:14"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      80.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      23.25954
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  6.36866E-001
  4.00000E-004	  6.46310E-001
  6.00000E-004	  5.63207E-001
  8.00000E-004	  5.87446E-001
  1.00000E-003	  5.91223E-001
  1.20000E-003	  5.53449E-001
  1.40000E-003	  5.69188E-001
  1.60000E-003	  5.52190E-001
  1.80000E-003	  5.44635E-001
  2.00000E-003	  5.49042E-001
  2.20000E-003	  5.38969E-001
  2.40000E-003	  5.04028E-001
  2.60000E-003	  5.25119E-001
  2.80000E-003	  5.17249E-001
  3.00000E-003	  5.58486E-001
  3.20000E-003	  5.33141E-001
  3.60000E-003	  5.71859E-001
  4.00000E-003	  5.59426E-001
  4.40000E-003	  5.21809E-001
  4.80000E-003	  5.62573E-001
  5.20000E-003	  5.64147E-001
  5.60000E-003	  5.49982E-001
  6.00000E-003	  5.67925E-001
  6.40000E-003	  5.55333E-001
  7.20000E-003	  5.58560E-001
  8.00000E-003	  5.58166E-001
  8.80000E-003	  5.56750E-001
  9.60000E-003	  5.34794E-001
  1.04000E-002	  5.34479E-001
  1.12000E-002	  5.37548E-001
  1.20000E-002	  5.45496E-001
  1.28000E-002	  5.34759E-001
  1.44000E-002	  5.37356E-001
  1.60000E-002	  5.22876E-001
  1.76000E-002	  5.37749E-001
  1.92000E-002	  5.22522E-001
  2.08000E-002	  5.07845E-001
  2.24000E-002	  5.32752E-001
  2.40000E-002	  5.12764E-001
  2.56000E-002	  5.12869E-001
  2.88000E-002	  5.02815E-001
  3.20000E-002	  5.07025E-001
  3.52000E-002	  4.97519E-001
  3.84000E-002	  4.94568E-001
  4.16000E-002	  4.85734E-001
  4.48000E-002	  4.78238E-001
  4.80000E-002	  4.82372E-001
  5.12000E-002	  4.70983E-001
  5.76000E-002	  4.57634E-001
  6.40000E-002	  4.50404E-001
  7.04000E-002	  4.33022E-001
  7.68000E-002	  4.35444E-001
  8.32000E-002	  4.23640E-001
  8.96000E-002	  4.13545E-001
  9.60000E-002	  4.12502E-001
  1.02400E-001	  3.97788E-001
  1.15200E-001	  3.82863E-001
  1.28000E-001	  3.70208E-001
  1.40800E-001	  3.52941E-001
  1.53600E-001	  3.41451E-001
  1.66400E-001	  3.27214E-001
  1.79200E-001	  3.08757E-001
  1.92000E-001	  2.96618E-001
  2.04800E-001	  2.86493E-001
  2.30400E-001	  2.62852E-001
  2.56000E-001	  2.45138E-001
  2.81600E-001	  2.22763E-001
  3.07200E-001	  2.07280E-001
  3.32800E-001	  1.94736E-001
  3.58400E-001	  1.79988E-001
  3.84000E-001	  1.69548E-001
  4.09600E-001	  1.54413E-001
  4.60800E-001	  1.34602E-001
  5.12000E-001	  1.14903E-001
  5.63200E-001	  9.98382E-002
  6.14400E-001	  8.59911E-002
  6.65600E-001	  7.32988E-002
  7.16800E-001	  6.36059E-002
  7.68000E-001	  5.74931E-002
  8.19200E-001	  5.04086E-002
  9.21600E-001	  3.79551E-002
  1.02400E+000	  2.90943E-002
  1.12640E+000	  2.28010E-002
  1.22880E+000	  1.85970E-002
  1.33120E+000	  1.53115E-002
  1.43360E+000	  1.09305E-002
  1.53600E+000	  1.01294E-002
  1.63840E+000	  8.68565E-003
  1.84320E+000	  6.59945E-003
  2.04800E+000	  3.88555E-003
  2.25280E+000	  2.37897E-003
  2.45760E+000	 -1.07164E-003
  2.66240E+000	 -1.61349E-003
  2.86720E+000	 -4.97459E-004
  3.07200E+000	  1.30967E-003
  3.22560E+000	 -6.72912E-004
  3.63520E+000	  7.96501E-004
  4.04480E+000	  2.28175E-003
  4.45440E+000	  2.05780E-003
  4.86400E+000	  3.02018E-003
  5.27360E+000	  1.51431E-003
  5.68320E+000	  1.42481E-003
  6.09280E+000	  1.18164E-003
  6.50240E+000	  1.59970E-003
  7.32160E+000	  2.27549E-004
  8.14080E+000	 -2.16307E-003
  8.96000E+000	 -2.08861E-003
  9.77920E+000	  2.76583E-004
  1.05984E+001	  2.08177E-003
  1.14176E+001	  2.48979E-003
  1.22368E+001	  2.92114E-004
  1.30560E+001	 -1.02971E-003
  1.46944E+001	 -3.55602E-004
  1.63328E+001	 -1.35008E-003
  1.79712E+001	 -2.27288E-003
  1.96096E+001	 -6.73869E-004
  2.12480E+001	 -2.20772E-003
  2.28864E+001	 -3.86355E-003
  2.45248E+001	  3.34111E-003
  2.61632E+001	  7.54409E-004
  2.94400E+001	 -3.90419E-004
  3.27168E+001	 -2.86410E-004
  3.59936E+001	 -7.22264E-004
  3.92704E+001	  4.26872E-004
  4.25472E+001	  2.09283E-004
  4.58240E+001	 -1.18638E-003
  4.91008E+001	  1.36173E-004
  5.23776E+001	  2.52773E-004
  5.89312E+001	  4.18319E-004
  6.54848E+001	  8.47767E-005
  7.20384E+001	  1.31243E-003
  7.85920E+001	 -1.26785E-003
  8.51456E+001	  2.32751E-004
  9.16992E+001	  5.23705E-005
  9.82528E+001	  2.45406E-003
  1.04806E+002	  1.08896E-003
  1.17914E+002	 -5.17202E-004
  1.31021E+002	  1.08788E-004
  1.44128E+002	 -4.46615E-004
  1.57235E+002	 -7.73987E-004
  1.70342E+002	 -1.51009E-003
  1.83450E+002	  2.02780E-004
  1.96557E+002	 -4.08572E-004
  2.09664E+002	  7.16040E-005
  2.35878E+002	  4.12122E-005
  2.62093E+002	 -8.33099E-005
  2.88307E+002	  5.62105E-004
  3.14522E+002	  9.25795E-004
  3.40736E+002	  7.23949E-004
  3.66950E+002	 -2.47236E-004
  3.93165E+002	  5.15451E-004
  4.19379E+002	  3.28369E-004
  4.71808E+002	  2.51531E-004
  5.24237E+002	 -2.53505E-004
  5.76666E+002	 -4.16752E-004
  6.29094E+002	  6.02534E-006
  6.81523E+002	  1.34061E-004
  7.33952E+002	 -2.85316E-004
  7.86381E+002	  5.72442E-004
  8.38810E+002	  9.85127E-005
  9.43667E+002	 -5.81756E-004
  1.04852E+003	  1.05621E-004
  1.15338E+003	  5.84670E-005
  1.25824E+003	  1.12685E-004
  1.36310E+003	  1.47871E-004
  1.46796E+003	  3.35915E-004
  1.57281E+003	 -1.13680E-004
  1.67767E+003	  1.20033E-004
  1.88739E+003	 -1.31389E-004
  2.09710E+003	 -3.90956E-005
  2.30682E+003	  1.34768E-004
  2.51653E+003	  2.73194E-004
  2.72625E+003	  8.17181E-005
  2.93596E+003	  1.65135E-004
  3.14568E+003	 -1.43011E-004
  3.35539E+003	 -8.25940E-006
  3.77482E+003	  1.06502E-004
  4.19425E+003	  2.45475E-004
  4.61368E+003	 -2.07123E-004
  5.03311E+003	 -2.65875E-004
  5.45254E+003	 -9.68992E-005
  5.87197E+003	  6.57310E-005
  6.29140E+003	  1.76841E-004

"Count Rate"
       0.11719	      22.61288
       0.23438	      21.98973
       0.35156	      22.21168
       0.46875	      23.91895
       0.58594	      23.44091
       0.70313	      24.08114
       0.82031	      24.26894
       0.93750	      23.95310
       1.05469	      25.28477
       1.17188	      24.02139
       1.28906	      23.87627
       1.40625	      24.06407
       1.52344	      22.99702
       1.64063	      23.93602
       1.75781	      22.21168
       1.87500	      21.43486
       1.99219	      23.81651
       2.10938	      23.41530
       2.22656	      24.60186
       2.34375	      21.11048
