ALV-5000/E-WIN Data
Date :	"13.03.17"
Time :	"11:42:01"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      80.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      52.83877
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  5.42730E-001
  4.00000E-004	  5.45597E-001
  6.00000E-004	  5.20283E-001
  8.00000E-004	  5.10401E-001
  1.00000E-003	  5.01679E-001
  1.20000E-003	  4.87833E-001
  1.40000E-003	  5.10523E-001
  1.60000E-003	  4.91980E-001
  1.80000E-003	  5.00642E-001
  2.00000E-003	  4.93444E-001
  2.20000E-003	  5.16745E-001
  2.40000E-003	  5.01252E-001
  2.60000E-003	  4.94725E-001
  2.80000E-003	  5.06864E-001
  3.00000E-003	  4.93871E-001
  3.20000E-003	  5.02876E-001
  3.60000E-003	  4.99094E-001
  4.00000E-003	  4.86895E-001
  4.40000E-003	  4.95647E-001
  4.80000E-003	  4.84332E-001
  5.20000E-003	  4.86406E-001
  5.60000E-003	  4.83509E-001
  6.00000E-003	  4.82746E-001
  6.40000E-003	  4.88171E-001
  7.20000E-003	  4.85228E-001
  8.00000E-003	  4.84770E-001
  8.80000E-003	  4.78534E-001
  9.60000E-003	  4.75972E-001
  1.04000E-002	  4.80180E-001
  1.12000E-002	  4.73090E-001
  1.20000E-002	  4.67554E-001
  1.28000E-002	  4.63560E-001
  1.44000E-002	  4.60715E-001
  1.60000E-002	  4.54630E-001
  1.76000E-002	  4.53761E-001
  1.92000E-002	  4.46625E-001
  2.08000E-002	  4.42743E-001
  2.24000E-002	  4.33906E-001
  2.40000E-002	  4.31306E-001
  2.56000E-002	  4.31635E-001
  2.88000E-002	  4.24773E-001
  3.20000E-002	  4.11997E-001
  3.52000E-002	  4.06656E-001
  3.84000E-002	  3.97761E-001
  4.16000E-002	  3.91562E-001
  4.48000E-002	  3.79839E-001
  4.80000E-002	  3.76337E-001
  5.12000E-002	  3.69640E-001
  5.76000E-002	  3.57515E-001
  6.40000E-002	  3.39539E-001
  7.04000E-002	  3.31705E-001
  7.68000E-002	  3.12461E-001
  8.32000E-002	  3.04071E-001
  8.96000E-002	  2.90206E-001
  9.60000E-002	  2.77417E-001
  1.02400E-001	  2.69776E-001
  1.15200E-001	  2.48333E-001
  1.28000E-001	  2.30171E-001
  1.40800E-001	  2.14729E-001
  1.53600E-001	  1.98474E-001
  1.66400E-001	  1.81867E-001
  1.79200E-001	  1.67985E-001
  1.92000E-001	  1.53921E-001
  2.04800E-001	  1.44580E-001
  2.30400E-001	  1.24360E-001
  2.56000E-001	  1.06295E-001
  2.81600E-001	  9.07021E-002
  3.07200E-001	  7.91856E-002
  3.32800E-001	  6.69712E-002
  3.58400E-001	  5.92305E-002
  3.84000E-001	  5.11179E-002
  4.09600E-001	  4.34801E-002
  4.60800E-001	  3.24543E-002
  5.12000E-001	  2.45761E-002
  5.63200E-001	  1.67835E-002
  6.14400E-001	  1.17738E-002
  6.65600E-001	  9.15201E-003
  7.16800E-001	  7.08505E-003
