ALV-5000/E-WIN Data
Date :	"13.03.17"
Time :	"11:32:11"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      80.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      66.82273
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  6.11008E-001
  4.00000E-004	  5.89765E-001
  6.00000E-004	  5.85532E-001
  8.00000E-004	  5.82404E-001
  1.00000E-003	  5.65967E-001
  1.20000E-003	  5.56813E-001
  1.40000E-003	  5.60513E-001
  1.60000E-003	  5.60780E-001
  1.80000E-003	  5.76531E-001
  2.00000E-003	  5.59483E-001
  2.20000E-003	  5.69323E-001
  2.40000E-003	  5.61466E-001
  2.60000E-003	  5.63450E-001
  2.80000E-003	  5.73480E-001
  3.00000E-003	  5.71230E-001
  3.20000E-003	  5.78514E-001
  3.60000E-003	  5.60360E-001
  4.00000E-003	  5.70123E-001
  4.40000E-003	  5.73174E-001
  4.80000E-003	  5.65127E-001
  5.20000E-003	  5.68044E-001
  5.60000E-003	  5.71324E-001
  6.00000E-003	  5.58224E-001
  6.40000E-003	  5.59816E-001
  7.20000E-003	  5.59092E-001
  8.00000E-003	  5.63802E-001
  8.80000E-003	  5.60760E-001
  9.60000E-003	  5.59072E-001
  1.04000E-002	  5.63306E-001
  1.12000E-002	  5.56832E-001
  1.20000E-002	  5.58825E-001
  1.28000E-002	  5.55520E-001
  1.44000E-002	  5.56183E-001
  1.60000E-002	  5.54472E-001
  1.76000E-002	  5.52818E-001
  1.92000E-002	  5.54844E-001
  2.08000E-002	  5.53104E-001
  2.24000E-002	  5.44856E-001
  2.40000E-002	  5.44179E-001
  2.56000E-002	  5.42175E-001
  2.88000E-002	  5.39384E-001
  3.20000E-002	  5.34669E-001
  3.52000E-002	  5.31332E-001
  3.84000E-002	  5.30521E-001
  4.16000E-002	  5.27055E-001
  4.48000E-002	  5.21878E-001
  4.80000E-002	  5.15632E-001
  5.12000E-002	  5.16169E-001
  5.76000E-002	  5.06088E-001
  6.40000E-002	  5.00682E-001
  7.04000E-002	  4.94557E-001
  7.68000E-002	  4.87560E-001
  8.32000E-002	  4.79858E-001
  8.96000E-002	  4.74302E-001
  9.60000E-002	  4.67349E-001
  1.02400E-001	  4.62143E-001
  1.15200E-001	  4.50804E-001
  1.28000E-001	  4.37864E-001
  1.40800E-001	  4.27647E-001
  1.53600E-001	  4.15456E-001
  1.66400E-001	  4.06674E-001
  1.79200E-001	  3.93869E-001
  1.92000E-001	  3.84636E-001
  2.04800E-001	  3.73405E-001
  2.30400E-001	  3.54802E-001
  2.56000E-001	  3.36031E-001
  2.81600E-001	  3.18860E-001
  3.07200E-001	  3.02858E-001
  3.32800E-001	  2.89618E-001
  3.58400E-001	  2.73974E-001
  3.84000E-001	  2.59461E-001
  4.09600E-001	  2.46943E-001
  4.60800E-001	  2.23604E-001
  5.12000E-001	  2.01087E-001
  5.63200E-001	  1.80725E-001
  6.14400E-001	  1.63959E-001
  6.65600E-001	  1.48485E-001
  7.16800E-001	  1.34248E-001
  7.68000E-001	  1.22375E-001
  8.19200E-001	  1.10088E-001
  9.21600E-001	  8.97078E-002
  1.02400E+000	  7.23075E-002
  1.12640E+000	  5.80565E-002
  1.22880E+000	  4.70728E-002
  1.33120E+000	  3.73812E-002
  1.43360E+000	  3.01854E-002
  1.53600E+000	  2.47171E-002
  1.63840E+000	  1.98007E-002
  1.84320E+000	  1.22606E-002
  2.04800E+000	  9.20454E-003
  2.25280E+000	  5.70115E-003
  2.45760E+000	  2.44046E-003
  2.66240E+000	  1.06015E-003
  2.86720E+000	  7.81866E-005
  3.07200E+000	 -4.49167E-004
  3.22560E+000	 -7.62924E-004
  3.63520E+000	 -9.08562E-004
  4.04480E+000	 -5.90763E-004
  4.45440E+000	  9.06723E-005
  4.86400E+000	  5.00421E-004
  5.27360E+000	  1.51980E-003
  5.68320E+000	  9.62799E-004
  6.09280E+000	 -2.62220E-004
  6.50240E+000	 -2.68866E-003
  7.32160E+000	 -2.22013E-003
  8.14080E+000	  4.03951E-004
  8.96000E+000	  6.85379E-004
  9.77920E+000	  6.45391E-004
  1.05984E+001	  2.97260E-003
  1.14176E+001	  4.64371E-003
  1.22368E+001	  4.11458E-003
  1.30560E+001	  3.10060E-003
  1.46944E+001	  1.89490E-003
  1.63328E+001	  1.31418E-003
  1.79712E+001	  5.07828E-004
  1.96096E+001	 -9.57914E-006
  2.12480E+001	  1.31489E-003
  2.28864E+001	 -8.58311E-004
  2.45248E+001	 -6.41713E-004
  2.61632E+001	  7.10892E-004
  2.94400E+001	 -7.95070E-004
  3.27168E+001	 -1.78840E-003
  3.59936E+001	  1.99639E-003
  3.92704E+001	  8.21194E-004
  4.25472E+001	 -1.83184E-003
  4.58240E+001	 -2.17409E-003
  4.91008E+001	 -9.29453E-004
  5.23776E+001	  8.60370E-004
  5.89312E+001	  1.56833E-004
  6.54848E+001	  7.52931E-004
  7.20384E+001	  1.38229E-003
  7.85920E+001	 -5.63017E-006
  8.51456E+001	  1.46881E-003
  9.16992E+001	  1.04203E-003
  9.82528E+001	  3.28697E-003
  1.04806E+002	  2.55416E-003
  1.17914E+002	 -5.34801E-004
  1.31021E+002	 -5.60152E-004
  1.44128E+002	 -2.82765E-004
  1.57235E+002	 -6.83991E-004
  1.70342E+002	 -1.00056E-003
  1.83450E+002	 -3.78813E-006
  1.96557E+002	  1.69276E-004
  2.09664E+002	 -8.99176E-004
  2.35878E+002	 -1.53106E-003
  2.62093E+002	 -2.88305E-004
  2.88307E+002	  7.97854E-005
  3.14522E+002	 -6.52389E-004
  3.40736E+002	 -7.91439E-004
  3.66950E+002	 -5.02918E-005
  3.93165E+002	  6.54421E-004
  4.19379E+002	  7.93331E-004
  4.71808E+002	 -1.40305E-005
  5.24237E+002	  5.32707E-004
  5.76666E+002	 -2.57659E-004
  6.29094E+002	 -3.96437E-004
  6.81523E+002	 -2.20248E-004
  7.33952E+002	  3.76782E-004
  7.86381E+002	 -5.56150E-004
  8.38810E+002	 -5.86178E-004
  9.43667E+002	 -4.97931E-005
  1.04852E+003	  7.66845E-004
  1.15338E+003	  6.92813E-006
  1.25824E+003	  2.61357E-004
  1.36310E+003	  2.49528E-005
  1.46796E+003	  2.82234E-004
  1.57281E+003	  4.08450E-005
  1.67767E+003	  2.55108E-004
  1.88739E+003	  6.62860E-005
  2.09710E+003	 -9.28853E-005
  2.30682E+003	 -1.80554E-004
  2.51653E+003	 -3.56757E-004
  2.72625E+003	  1.10732E-004
  2.93596E+003	 -3.62450E-004
  3.14568E+003	 -1.64732E-004
  3.35539E+003	 -6.27685E-005
  3.77482E+003	  2.04157E-007
  4.19425E+003	 -1.93239E-004
  4.61368E+003	  2.20849E-005
  5.03311E+003	 -2.67478E-004
  5.45254E+003	  1.63652E-004
  5.87197E+003	 -2.72327E-004
  6.29140E+003	  4.04372E-005

"Count Rate"
       0.11719	      67.36916
       0.23438	      67.40330
       0.35156	      74.16412
       0.46875	      76.20432
       0.58594	      68.14597
       0.70313	      64.47532
       0.82031	      66.36186
       0.93750	      61.90587
       1.05469	      69.86178
       1.17188	      65.19238
       1.28906	      60.36078
       1.40625	      64.40703
       1.52344	      64.81677
       1.64063	      77.07502
       1.75781	      70.68980
       1.87500	      63.77533
       1.99219	      61.81197
       2.10938	      68.93985
       2.22656	      67.18135
       2.34375	      60.54005
       2.46094	      59.22544
       2.57813	      71.64588
       2.69531	      68.83741
       2.81250	      68.71790
       2.92969	      63.79241
       3.04688	      68.30816
       3.16406	      65.41432
       3.28125	      62.42659
       3.39844	      63.95460
       3.51563	      65.32896
       3.63281	      61.85465
       3.75000	      64.45824
       3.86719	      74.65923
       3.98438	      63.40827
       4.10156	      67.83012
       4.21875	      60.50590
       4.33594	      65.66187
       4.45313	      62.69975
       4.57031	      63.71558
       4.68750	      63.76680
       4.80469	      66.66917
       4.92188	      68.84595
       5.03906	      65.07287
       5.15625	      60.15591
       5.27344	      73.29340
       5.39063	      79.29449
       5.50781	      71.75686
       5.62500	      67.70207
       5.74219	      71.47515
       5.85938	      69.26423
       5.97656	      61.01808
       6.09375	      68.81181
       6.21094	      74.72752
       6.32813	      61.61563
       6.44531	      59.14008
       6.56250	      61.71807
       6.67969	      81.04444
       6.79688	      83.25536
       6.91406	      67.42891
       7.03125	      63.85216
       7.14844	      78.56889
       7.26563	      67.57403
       7.38281	      67.24110
       7.50000	      71.97880
       7.61719	      68.30816
       7.73438	      70.97150
       7.85156	      72.06416
       7.96875	      75.82871
       8.08594	      58.67058
       8.20313	      69.92153
       8.32031	      69.88739
       8.43750	      65.10701
       8.55469	      64.62897
       8.67188	      71.49223
       8.78906	      60.45468
       8.90625	      73.77998
       9.02344	      70.80078
       9.14063	      60.54005
       9.25781	      67.20696
       9.37500	      66.82282
       9.49219	      67.62524
       9.60938	      59.55836
       9.72656	      65.15823
       9.84375	      56.96330
       9.96094	      61.57295
      10.07813	      66.28503
      10.19531	      73.18243
      10.31250	      70.18616
      10.42969	      69.55447
      10.54688	      60.30956
      10.66406	      71.44955
      10.78125	      72.62756
      10.89844	      58.68765
      11.01563	      63.51925
      11.13281	      64.56068
      11.25000	      69.71666
      11.36719	      69.03374
      11.48438	      71.28735
      11.60156	      58.69619
      11.71875	      76.31528
      11.83594	      67.24964
      11.95313	      66.70332
      12.07031	      61.34246
      12.18750	      71.44955
      12.30469	      62.70829
      12.42188	      58.99496
      12.53906	      69.66544
      12.65625	      67.61671
      12.77344	      60.13030
      12.89063	      65.43140
      13.00781	      67.80451
      13.12500	      72.55927
      13.24219	      61.88879
      13.35938	      68.56425
      13.47656	      57.32183
      13.59375	      65.55944
      13.71094	      69.46057
      13.82813	      65.18384
      13.94531	      67.84719
      14.06250	      70.28006
      14.17969	      66.47283
      14.29688	      74.65069
      14.41406	      67.04477
      14.53125	      67.39476
      14.64844	      65.82407
      14.76563	      72.29465
      14.88281	      70.91175
      15.00000	      72.20928
      15.11719	      66.06309
      15.23438	      64.21923
      15.35156	      66.06309
      15.46875	      66.45576
      15.58594	      70.61298
      15.70313	      71.38126
      15.82031	      69.61422
      15.93750	      66.78868
      16.05469	      67.71061
      16.17188	      68.02646
      16.28906	      69.46057
      16.40625	      60.56565
      16.52344	      63.82655
      16.64063	      67.36916
      16.75781	      66.44723
      16.87500	      72.54221
      16.99219	      65.67895
      17.10938	      71.80807
      17.22656	      69.61422
      17.34375	      61.44490
      17.46094	      65.28628
      17.57813	      62.22171
      17.69531	      68.03499
      17.81250	      65.21799
      17.92969	      64.87653
      18.04688	      67.31793
      18.16406	      67.54842
      18.28125	      65.28628
      18.39844	      58.58521
      18.51563	      67.77890
      18.63281	      69.81910
      18.75000	      68.20572
      18.86719	      65.27774
      18.98438	      68.95692
      19.10156	      73.34462
      19.21875	      59.18276
      19.33594	      65.80699
      19.45313	      70.80932
      19.57031	      69.62276
      19.68750	      72.25197
      19.80469	      71.62027
      19.92188	      62.18757
      20.03906	      66.05455
      20.15625	      66.69478
      20.27344	      57.64621
      20.39063	      68.53864
      20.50781	      65.27774
      20.62500	      60.78760
      20.74219	      66.00333
      20.85938	      56.70721
      20.97656	      74.44582
      21.09375	      65.64481
      21.21094	      70.07519
      21.32813	      79.20912
      21.44531	      69.02522
      21.56250	      63.78387
      21.67969	      65.94358
      21.79688	      69.31545
      21.91406	      58.80716
      22.03125	      61.35954
      22.14844	      64.02289
      22.26563	      64.46678
      22.38281	      67.04477
      22.50000	      71.35564
      22.61719	      64.92775
      22.73438	      65.64481
      22.85156	      65.63627
      22.96875	      66.79722
      23.08594	      68.40205
      23.20313	      65.85822
      23.32031	      70.75809
      23.43750	      68.38499
      23.55469	      67.28379
      23.67188	      57.76572
      23.78906	      58.57668
      23.90625	      67.42037
      24.02344	      68.97399
      24.14063	      62.96438
      24.25781	      64.30459
      24.37500	      68.67522
      24.49219	      64.41557
      24.60938	      69.56300
      24.72656	      68.72644
      24.84375	      66.07162
      24.96094	      64.91921
      25.07813	      77.67257
      25.19531	      69.19594
      25.31250	      64.76556
      25.42969	      61.11198
      25.54688	      62.97292
      25.66406	      68.91424
      25.78125	      72.22636
      25.89844	      61.90587
      26.01563	      64.71434
      26.13281	      61.57295
      26.25000	      71.43247
      26.36719	      67.77036
      26.48438	      64.57776
      26.60156	      60.46322
      26.71875	      61.25710
      26.83594	      70.87761
      26.95313	      68.55571
      27.07031	      67.82158
      27.18750	      64.36435
      27.30469	      60.60834
      27.42188	      69.61422
      27.53906	      63.43388
      27.65625	      68.45328
      27.77344	      73.31048
      27.89063	      65.71310
      28.00781	      64.15093
      28.12500	      73.94217
      28.24219	      65.26920
      28.35938	      65.89236
      28.47656	      74.06168
      28.59375	      66.80576
      28.71094	      61.58149
      28.82813	      57.31329
      28.94531	      68.18011
      29.06250	      68.14597
      29.17969	      66.02040
      29.29688	      64.50093
      29.41406	      68.61546
      29.53125	      55.04261
      29.64844	      62.19610
      29.76563	      68.05206
      29.88281	      65.39725
