ALV-5000/E-WIN Data
Date :	"13.03.17"
Time :	"12:17:05"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      80.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      67.01289
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  4.92207E-001
  4.00000E-004	  4.88111E-001
  6.00000E-004	  4.77455E-001
  8.00000E-004	  4.73435E-001
  1.00000E-003	  4.53716E-001
  1.20000E-003	  4.66913E-001
  1.40000E-003	  4.63007E-001
  1.60000E-003	  4.62400E-001
  1.80000E-003	  4.66420E-001
  2.00000E-003	  4.49165E-001
  2.20000E-003	  4.69302E-001
  2.40000E-003	  4.44614E-001
  2.60000E-003	  4.55119E-001
  2.80000E-003	  4.49582E-001
  3.00000E-003	  4.58987E-001
  3.20000E-003	  4.48256E-001
  3.60000E-003	  4.49527E-001
  4.00000E-003	  4.51859E-001
  4.40000E-003	  4.38283E-001
  4.80000E-003	  4.34661E-001
  5.20000E-003	  4.50627E-001
  5.60000E-003	  4.36975E-001
  6.00000E-003	  4.39212E-001
  6.40000E-003	  4.42651E-001
  7.20000E-003	  4.35645E-001
  8.00000E-003	  4.30990E-001
  8.80000E-003	  4.27103E-001
  9.60000E-003	  4.24875E-001
  1.04000E-002	  4.12815E-001
  1.12000E-002	  4.19793E-001
  1.20000E-002	  4.23111E-001
  1.28000E-002	  4.12607E-001
  1.44000E-002	  4.08363E-001
  1.60000E-002	  4.04220E-001
  1.76000E-002	  3.97589E-001
  1.92000E-002	  3.89071E-001
  2.08000E-002	  3.83036E-001
  2.24000E-002	  3.75707E-001
  2.40000E-002	  3.75522E-001
  2.56000E-002	  3.67670E-001
  2.88000E-002	  3.57262E-001
  3.20000E-002	  3.47928E-001
  3.52000E-002	  3.39089E-001
  3.84000E-002	  3.23456E-001
  4.16000E-002	  3.19007E-001
  4.48000E-002	  3.05511E-001
  4.80000E-002	  2.99690E-001
  5.12000E-002	  2.92008E-001
  5.76000E-002	  2.75256E-001
  6.40000E-002	  2.60769E-001
  7.04000E-002	  2.48037E-001
  7.68000E-002	  2.33031E-001
  8.32000E-002	  2.17170E-001
  8.96000E-002	  2.07292E-001
  9.60000E-002	  1.96293E-001
  1.02400E-001	  1.86210E-001
  1.15200E-001	  1.66091E-001
  1.28000E-001	  1.49510E-001
  1.40800E-001	  1.33048E-001
  1.53600E-001	  1.19652E-001
  1.66400E-001	  1.08002E-001
  1.79200E-001	  9.58598E-002
  1.92000E-001	  8.72067E-002
  2.04800E-001	  7.76921E-002
  2.30400E-001	  6.20891E-002
  2.56000E-001	  5.17140E-002
  2.81600E-001	  4.22812E-002
  3.07200E-001	  3.41812E-002
  3.32800E-001	  2.88892E-002
  3.58400E-001	  2.40794E-002
